C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_409.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_409.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_409.jpg,0,0,0,6.057563E-06
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_481.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_481.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_481.jpg,0,0,0,3.525427E-06
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_552.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_552.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_552.jpg,0,0,0,1.021527E-05
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_618.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_618.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_618.jpg,0,0,0,2.680427E-06
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_685.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_685.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_685.jpg,0,0,0,1.007844E-05
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_758.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_758.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_758.jpg,0,0,0,9.122232E-06
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_828.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_828.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_828.jpg,0,0,0,3.895375E-06
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_902.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_902.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_902.jpg,0,0,0,2.826931E-05
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_43_59_973.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_43_59_973.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_43_59_973.jpg,0,0,0,2.099102E-05
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_44_00_043.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_44_00_043.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_44_00_043.jpg,0,0,0,1.314119E-05
C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\center_2020_08_09_17_44_00_116.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\left_2020_08_09_17_44_00_116.jpg,C:\Learn\Udacity Sim\beta_simulator_windows\drive_data\IMG\right_2020_08_09_17_44_00_116.jpg,0,0,0,6.557408E-06
